base_info,house_daxiao,house_direction,house_id,house_scale,price,time,title
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/18层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",130㎡,朝南 北,FZ2155742695887749120,3室1厅2卫,3950元,2018-12-26,海润滨江花园B区 3室1厅 3950元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/16层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",63㎡,朝东,FZ2193357064053727232,3室2厅2卫,复式,2019-02-16,万科金融港 3室2厅 3500元 复式
"基本信息,发布：3个月前,入住：随时入住, ,租期：1年以内,看房：需提前预约, ,楼层：低楼层/1层,电梯：无, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",386㎡,朝南 北,FZ2134666891674001408,5室2厅3卫,35000元,2018-11-27,整租 · 归壹墅绿园 5室2厅 35000元
"基本信息,发布：1天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/32层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",46㎡,朝东,FZ2218036188332163072,2室1厅1卫,博仕后B区，2房一厅一厨一卫，采光效果好。,2019-03-23,博仕后B区，2房一厅一厨一卫，采光效果好。
"基本信息,发布：1天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/11层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",120㎡,朝南 西,FZ2217880705449869312,3室2厅2卫,3000元,2019-03-22,建平花园小区 3室2厅 3000元
"基本信息,发布：3天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/34层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",111㎡,朝南,FZ2217068867619405824,3室2厅2卫,3200元,2019-03-21,中海寰宇天下 3室2厅 3200元
"基本信息,发布：21天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/22层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",42㎡,朝北,FZ2203405119448686592,1室1厅1卫,3500元,2019-03-02,东二环泰禾广场一期 1室1厅 3500元
"基本信息,发布：5天前,入住：随时入住, ,租期：2~3年,看房：需提前预约, ,楼层：中楼层/7层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",95㎡,朝南 北,FZ2215233313906360320,3室2厅2卫,3楼仅3000元,2019-03-18,整租 ·   北江滨 宝龙旁 实华苑 三房两卫 3楼仅3000元
"基本信息,发布：21天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/22层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",63㎡,朝东,FZ2203468216293138432,1室0厅1卫,4500元,2019-03-02,东二环泰禾广场一期 1室0厅 4500元
"基本信息,发布：1天前,入住：随时入住, ,租期：暂无数据,看房：一般下班后可看, ,楼层：中楼层/44层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",20㎡,朝南,FZ2218035549045006336,1室0厅1卫,1700元,2019-03-22,世欧王庄A区 1室0厅 1700元
"基本信息,发布：22天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/13层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",50㎡,朝南,FZ2202899275489214464,1室0厅1卫,3000元,2019-03-01,紫阳商住楼 1室0厅 3000元
"基本信息,发布：17天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/32层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",15㎡,朝南,FZ2206364667897716736,1室0厅1卫,1200元,2019-03-06,世欧王庄四区 1室0厅 1200元
"基本信息,发布：2天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/48层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",30㎡,朝南,FZ2217854995381100544,1室1厅1卫,2100元,2019-03-22,世欧王庄城B区 1室1厅 2100元
"基本信息,发布：2天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/31层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",30㎡,朝南,FZ2217360392357945344,1室0厅1卫,1700元,2019-03-21,紫阳新苑 1室0厅 1700元
"基本信息,发布：6天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/31层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",30㎡,朝南,FZ2214924004714881024,1室0厅1卫,1600元,2019-03-18,紫阳新苑 1室0厅 1600元
"基本信息,发布：27天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/26层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",108㎡,朝南,FZ2199320423878377472,3室2厅2卫,7000元,2019-02-24,融信大卫城A区 3室2厅 7000元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/22层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",63㎡,朝西,FZ2194052874618028032,1室1厅1卫,5300元,2019-02-17,东二环泰禾广场一期 1室1厅 5300元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/38层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",25㎡,朝南,FZ2191064349769482240,1室0厅1卫,1500元,2019-02-13,保利香槟国际 1室0厅 1500元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/37层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",25㎡,朝南,FZ2193945415651426304,1室0厅1卫,1800元,2019-02-17,香开新城东区 1室0厅 1800元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/54层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",45㎡,朝东南,FZ2194234867363872768,1室1厅1卫,2200元,2019-02-17,世欧王庄A区 1室1厅 2200元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/21层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",42㎡,朝南,FZ2193989936007888896,1室1厅1卫,3500元,2019-02-17,东二环泰禾广场一期 1室1厅 3500元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/31层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",28㎡,朝南,FZ2192594229862342656,1室0厅1卫,2200元,2019-02-16,香开新城西区 1室0厅 2200元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/32层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",46㎡,朝南,FZ2160724101398790144,1室1厅1卫,拎包入住,2019-01-02,泰禾广场保利香槟标准单身公寓  精装修 拎包入住
"基本信息,发布：2个月前,入住：随时入住, ,租期：1年以内,看房：需提前预约, ,楼层：低楼层/34层,电梯：无, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",15㎡,朝南,FZ2170223183159377920,1室0厅1卫,1250元,2019-01-15,合租 · 世欧王庄一区 1室0厅 1250元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/11层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",45㎡,朝南,FZ2191801798950928384,1室1厅1卫,2600元,2019-02-14,世纪东方 1室1厅 2600元
"基本信息,发布：15天前,入住：2019-04-01, ,租期：暂无数据,看房：暂无数据, ,楼层：中楼层/17层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",32㎡,朝北,FZ2207943314744025088,1室0厅1卫,2000元,2019-03-08,东南花园 1室0厅 2000元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/13层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",45㎡,朝南,FZ2191335923176972288,1室0厅1卫,2100元,2019-02-13,紫光公寓砌池 1室0厅 2100元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/25层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",45㎡,朝北,FZ2191282823724269568,1室1厅1卫,3300元,2019-02-13,东二环泰禾广场二期 1室1厅 3300元
"基本信息,发布：14天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/9层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",25㎡,朝南,FZ2208384768553254912,1室0厅1卫,1400元,2019-03-09,汇创名居二期 1室0厅 1400元
"基本信息,发布：15天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/34层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",74㎡,朝南,FZ2207905213258940416,2室1厅1卫,2300元,2019-03-08,中海寰宇天下 2室1厅 2300元
"基本信息,发布：15天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/28层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",53㎡,朝南,FZ2207846585310912512,2室1厅1卫,高楼层,2019-03-09,整租 上街永嘉天地旁 2室1厅 两房朝南 高楼层
"基本信息,发布：14天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/9层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",100㎡,朝南,FZ2208544733402234880,3室1厅1卫,2700元,2019-03-09,亚峰社区 3室1厅 2700元
"基本信息,发布：15天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/33层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",74㎡,朝南,FZ2207884215968866304,2室2厅1卫,2400元,2019-03-08,中海寰宇天下 2室2厅 2400元
"基本信息,发布：21天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/8层,电梯：无, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",90㎡,朝南 北,FZ2203505839199748096,3室2厅1卫,3500元,2019-03-02,华林御景 3室2厅 3500元
"基本信息,发布：4个月前,入住：暂无数据, ,租期：暂无数据,看房：暂无数据, ,楼层：高楼层/21层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",43㎡,朝北,FZ2129319814869549056,1室1厅1卫,3800元,2018-11-20,东二环泰禾广场一期 1室1厅 3800元
"基本信息,发布：4个月前,入住：暂无数据, ,租期：暂无数据,看房：暂无数据, ,楼层：中楼层/21层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",43㎡,朝南,FZ2128831410063015936,1室1厅1卫,3300元,2018-11-19,东二环泰禾广场一期 1室1厅 3300元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/25层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",44㎡,朝南,FZ2168756518902833152,1室1厅1卫,3500元,2019-01-13,东二环泰禾广场二期 1室1厅 3500元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/13层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",44㎡,朝南,FZ2193169294744371200,1室0厅1卫,2300元,2019-02-16,紫光公寓砌池 1室0厅 2300元
"基本信息,发布：3个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/25层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",160㎡,朝南,FZ2154063340673179648,2室2厅1卫,7600元,2018-12-24,东二环泰禾广场二期 2室2厅 7600元
"基本信息,发布：3个月前,入住：随时入住, ,租期：暂无数据,看房：一般下班后可看, ,楼层：中楼层/29层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",45㎡,朝南,FZ2138802278662930432,1室1厅1卫,2800元,2018-12-03,金诺大厦 1室1厅 2800元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/6层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",60㎡,朝南,FZ2177485382994894848,2室1厅1卫,2300元,2019-01-25,桂园小区 2室1厅 2300元
"基本信息,发布：3个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/13层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",50㎡,朝南,FZ2137676993632665600,2室1厅1卫,3000元,2018-12-01,紫阳商住楼 2室1厅 3000元
